y,probyes
1,0.9497561636
0,0.9495907303
0,0.9495618675
0,0.949283722
1,0.9490816276
1,0.9490544134
0,0.9489144806
1,0.9487414557
0,0.9485711256
1,0.9482902954
0,0.9482762497
0,0.9481539041
1,0.9480641665
1,0.9480386353
0,0.9479166077
1,0.947786481
1,0.9477378631
0,0.9477015253
0,0.9476155951
0,0.9474166781
1,0.9473052128
0,0.9472479874
1,0.9471291943
0,0.9471043414
0,0.9470626245
1,0.9466520272
1,0.9464861379
0,0.9464762299
0,0.9463313226
1,0.94620365
0,0.9462015732
1,0.9461080977
0,0.9459284008
0,0.9456151785
0,0.9455918876
0,0.9453610128
1,0.9453135134
0,0.9453126243
0,0.9452449035
1,0.9451370144
1,0.9451207407
0,0.9449308353
0,0.9448457353
1,0.9447660745
0,0.9446709929
1,0.9444263008
0,0.9442348713
1,0.9440661344
0,0.94403439
0,0.9439365466
1,0.9438418287
0,0.9437651775
0,0.943631115
0,0.9435860769
1,0.9435247443
1,0.943433898
0,0.9432204283
0,0.9431971057
1,0.9431712657
0,0.9430871636
1,0.9428803714
1,0.9427792302
1,0.942727873
0,0.9417165417
1,0.9415975548
0,0.9413208621
0,0.9411065786
0,0.9410380914
1,0.9410367597
1,0.9405564307
0,0.9403396559
1,0.9403096124
0,0.9402951074
1,0.9401126719
0,0.9398839755
1,0.9398508454
1,0.9397510242
1,0.9396148248
0,0.939472492
1,0.9394204975
1,0.9392916969
0,0.938951397
1,0.9389403788
0,0.938902185
1,0.9386844792
0,0.9386585048
1,0.9385212782
0,0.9384835091
1,0.9384789711
1,0.9383867712
0,0.9383027443
0,0.9381498519
1,0.9378912545
1,0.9378465724
1,0.9374614341
1,0.9374521117
0,0.9371518011
0,0.9369196136
0,0.9368275895
1,0.9366799719
0,0.9363664107
1,0.9363317834
0,0.9363175341
0,0.9361531836
1,0.9361162594
0,0.9359591098
0,0.9358654082
1,0.9358293019
0,0.9356886951
0,0.9355826209
0,0.935572905
0,0.9349390246
1,0.9349067175
0,0.9348744319
1,0.9345060543
1,0.9345040958
1,0.9342091763
0,0.9337925061
0,0.9337281429
0,0.9337083386
0,0.9332458623
0,0.9332160652
1,0.9330156397
0,0.932770685
1,0.9325965323
1,0.9324639146
1,0.9322373948
0,0.9321926814
0,0.9319976481
0,0.9318032006
1,0.931680671
1,0.9313819991
1,0.9313524926
1,0.9310395625
0,0.9310156487
0,0.9309338705
1,0.9308688647
1,0.9307536501
0,0.9306954151
1,0.9306174955
0,0.9305242522
1,0.930484198
0,0.9298134058
0,0.9297776216
1,0.929711858
1,0.9295484833
0,0.9295346379
0,0.9293836552
1,0.9292282833
1,0.9291126768
0,0.9277879584
0,0.9275482102
1,0.9273191601
0,0.9272660998
1,0.9271257597
1,0.9270532308
0,0.9270274612
0,0.9266661461
0,0.9264751514
1,0.9261699966
1,0.926168123
0,0.9261434337
0,0.9260539006
1,0.9259147561
1,0.9256483813
1,0.9253292382
1,0.9252723116
0,0.92522362
1,0.9251659132
1,0.9237235642
0,0.9236997459
0,0.9236359807
1,0.9236176825
1,0.923510889
1,0.9234587839
1,0.9233280318
1,0.9232296703
0,0.9232009603
0,0.9231237704
1,0.9224592502
1,0.9222454548
1,0.9220379347
1,0.9219461037
0,0.9217663563
0,0.9216464491
0,0.9216046557
1,0.9214581386
1,0.9213996847
1,0.9213140244
1,0.9213125745
0,0.9211594435
1,0.9207885235
1,0.9207769841
0,0.9206845697
1,0.920493298
0,0.9204820414
1,0.9202224869
1,0.9201760334
1,0.9194376341
0,0.9193714778
1,0.9191481463
1,0.9189358128
0,0.9188902861
1,0.9187957306
0,0.9182007219
0,0.9180398165
0,0.9179678858
1,0.9173539687
0,0.9172707456
0,0.9172648416
1,0.9172523037
0,0.9172516661
1,0.9167188504
0,0.9165080936
0,0.9164835117
1,0.9164626748
1,0.9162478297
0,0.9162320511
1,0.9159131229
0,0.9158937897
1,0.9157253982
0,0.9154743107
0,0.9154493133
0,0.9152142884
0,0.9151496277
1,0.9151185001
0,0.9149641382
0,0.9149292285
0,0.9147603954
0,0.914626419
0,0.9143569066
1,0.9142446555
0,0.914045762
0,0.9136485672
1,0.9135685026
0,0.9131534048
1,0.9131427615
0,0.9129643001
1,0.9129478663
1,0.9129389966
0,0.9128611687
0,0.9128129998
0,0.9125987568
0,0.9117919974
1,0.9113297529
1,0.9110563397
0,0.9109469335
1,0.910777209
0,0.9106959298
1,0.9106137211
0,0.9102555502
1,0.9102526257
1,0.9102501095
0,0.9102003776
0,0.9101918767
0,0.9101771783
0,0.9099558192
0,0.9098838205
1,0.9098064526
0,0.909719909
0,0.909645998
1,0.9095908332
1,0.9092748164
0,0.9091463738
0,0.9091368909
0,0.9091320005
0,0.9085755421
1,0.9083403764
0,0.9083172947
0,0.9081655845
1,0.9080385027
0,0.9079994819
0,0.9079546799
0,0.9079434304
0,0.9079172324
0,0.9078131266
1,0.9077888875
0,0.9074006028
0,0.9071986283
0,0.9069158378
0,0.9069047951
1,0.9065206116
0,0.9064752483
1,0.9064148181
0,0.9064076076
0,0.9064027041
1,0.9063993445
0,0.9063710382
0,0.9060845573
0,0.9060404856
1,0.9057540546
0,0.9057316186
1,0.9055313444
1,0.9054561242
0,0.9053714608
1,0.905166038
0,0.9050301856
0,0.9048267006
1,0.9047679709
1,0.9043794273
0,0.9043409034
1,0.9040843063
0,0.9034761863
1,0.9033128639
0,0.9032231998
0,0.9030905161
1,0.9030721532
1,0.9029797142
1,0.9029235434
0,0.90265192
1,0.9025082436
0,0.9024629913
0,0.9022404
0,0.902205378
0,0.9019827401
0,0.9018364837
0,0.9017570814
0,0.9015411683
0,0.9012876858
0,0.9011669614
0,0.9010496008
0,0.9010389725
0,0.9009766446
1,0.9003644323
1,0.8996203912
0,0.8995476735
0,0.8992819697
0,0.8991044147
0,0.8990690664
1,0.8989918534
0,0.8988049314
0,0.8987401351
0,0.8986732258
0,0.8983204818
0,0.8978686813
1,0.8975815953
1,0.8970801425
0,0.8968101413
1,0.8967644908
0,0.8966465981
0,0.8965797814
1,0.896429824
1,0.8960839555
0,0.8958628172
1,0.8954841325
0,0.8950754222
1,0.8946303526
0,0.8944115287
0,0.8937100826
0,0.8933733597
1,0.8933435976
0,0.8930318194
1,0.8927595908
0,0.8927190478
0,0.8923791792
1,0.8923391245
0,0.8923171994
1,0.8921293972
1,0.8920272884
0,0.8918229124
1,0.891591851
0,0.8915605692
0,0.891524096
1,0.8914863351
1,0.8913653141
1,0.8910991825
0,0.8908579556
0,0.890535961
0,0.890409834
0,0.8902554254
0,0.8900000297
1,0.889241589
0,0.8890209543
0,0.8887299607
1,0.8885410216
1,0.8881142765
1,0.8879067488
0,0.887771538
0,0.8877355654
1,0.8871352849
0,0.8869675849
0,0.8868569753
0,0.8866685976
0,0.8864680913
0,0.8864464716
1,0.8864216668
0,0.8863532681
0,0.8857531053
0,0.8857370549
0,0.885068587
1,0.885065454
1,0.8849315165
0,0.8848295681
0,0.8847880858
0,0.8847402885
0,0.8846077977
1,0.8846020201
0,0.8844419623
1,0.8839285414
1,0.8837718427
0,0.8835814921
0,0.8831115849
1,0.883095873
1,0.8828247673
1,0.8827377626
1,0.8826860175
0,0.8824779679
0,0.8824014702
0,0.8821803034
1,0.8819960418
1,0.8818986306
0,0.881589946
0,0.8814853081
1,0.8813703441
1,0.8813228253
0,0.8811720869
0,0.8811342822
1,0.8810517249
0,0.880919593
0,0.880759002
0,0.8806890393
0,0.8803885951
0,0.8800266968
1,0.8789831994
0,0.8789430064
1,0.8788594345
0,0.8787733414
0,0.8785244147
0,0.8783538596
0,0.8780387762
0,0.8779540024
0,0.8779055405
1,0.8777734671
0,0.8775741164
0,0.8775523049
1,0.8775436223
1,0.8775235257
0,0.8773792844
1,0.8772910375
0,0.8770742783
1,0.8769976876
0,0.8769550931
0,0.8768522228
1,0.8764712954
1,0.8763737333
0,0.8762437066
1,0.8757842938
1,0.8757743069
0,0.8757146321
0,0.8756054695
1,0.8754607291
0,0.8752970713
1,0.8749731406
1,0.8747242077
0,0.8746364721
0,0.8744716669
0,0.8743052695
0,0.8738007977
0,0.8734559246
1,0.8734063764
1,0.873381762
1,0.8731600924
0,0.872943038
0,0.8729132437
1,0.8728007346
1,0.8726880292
0,0.8725601386
0,0.8724607381
1,0.872457066
1,0.8723935141
0,0.8723685756
0,0.8721858638
1,0.8720823768
0,0.8719576737
0,0.8719368612
1,0.8719141695
1,0.8717766958
0,0.871717037
1,0.8716383577
1,0.8711886486
1,0.8711848331
0,0.8710789484
0,0.8708269613
1,0.8706008283
0,0.8705976514
1,0.8700752652
1,0.8699886035
0,0.8696588767
1,0.869290607
0,0.8691360684
0,0.8690014569
0,0.8689787104
1,0.8688489982
0,0.8687593388
0,0.8684664497
1,0.868246991
0,0.8679879241
0,0.8678827685
0,0.8676911418
0,0.8669208942
0,0.8669083877
0,0.866876794
0,0.8667980936
1,0.8663036618
1,0.8662710894
0,0.8659332713
0,0.8653916817
1,0.8652323384
1,0.8649987472
0,0.8649346477
0,0.864909412
1,0.864879942
0,0.8647319957
0,0.8644263884
0,0.8643830678
0,0.8640271079
1,0.8636773784
1,0.8629289081
0,0.8627820296
0,0.8626622468
0,0.8626298522
0,0.8626150154
0,0.8624329296
0,0.862272209
0,0.8622665322
0,0.8621039126
0,0.8619370619
1,0.8619242807
0,0.8617780943
0,0.8612594796
1,0.8611598414
0,0.8609540164
0,0.8604524798
1,0.8601381661
0,0.8597148467
1,0.8594357271
1,0.859197353
0,0.858909593
0,0.858798164
1,0.8587583847
0,0.8586439673
1,0.8585686741
0,0.8584789632
0,0.8582812277
1,0.8582521789
0,0.857741116
1,0.8572595028
1,0.8572086646
0,0.8567909616
0,0.8560949025
1,0.856017296
0,0.8557927585
1,0.8554895679
1,0.8552975184
1,0.8552910826
0,0.8551488892
0,0.8550244801
0,0.8548792901
0,0.8548684965
0,0.8548453687
0,0.8548215924
0,0.8547723916
0,0.8546415773
0,0.8546267437
0,0.8546039069
0,0.8542421975
1,0.8542096469
0,0.8538854814
1,0.8535874905
0,0.8535533438
0,0.8533237699
1,0.8532800077
1,0.8532112132
0,0.8531603076
1,0.8530319266
0,0.8529880673
1,0.8525994314
0,0.8524699908
0,0.8522705169
1,0.8520613663
1,0.8517893649
0,0.8517242363
0,0.8515310602
1,0.8513101851
0,0.8511327322
1,0.8511308823
1,0.8510427233
0,0.8509436896
0,0.8507317705
0,0.8504561765
0,0.8503939491
1,0.8502578702
0,0.8502572336
0,0.8499043428
0,0.8497724164
0,0.849538906
0,0.8495326171
0,0.8494840108
0,0.8492670301
0,0.849200554
0,0.8487466903
0,0.8479863733
1,0.8477069793
0,0.8475292012
0,0.8474345597
0,0.8471697423
1,0.8471391064
0,0.8470023102
0,0.8468910116
0,0.8466505848
0,0.8466358611
0,0.8466004365
1,0.8463973686
1,0.8461218859
1,0.846102407
0,0.8459049264
0,0.8458915781
1,0.8452622519
1,0.8451494739
1,0.8450409239
0,0.8443724453
0,0.8442216875
1,0.8440975003
0,0.8440488559
1,0.8440359031
0,0.8439192878
1,0.843891651
0,0.8438430861
0,0.8437685941
0,0.84372427
1,0.8436534779
1,0.8434750104
0,0.8434133448
0,0.8432801485
0,0.8430659323
1,0.8429340842
0,0.8428806947
0,0.8428745232
0,0.8428383115
1,0.8427126968
0,0.842621774
0,0.8425701022
0,0.8425368583
0,0.8421535718
1,0.8418637525
1,0.8418582143
1,0.8416426593
0,0.8415768344
0,0.840994376
1,0.8409620392
1,0.8407678793
1,0.8406552295
0,0.8405441234
0,0.8396589112
1,0.8394300127
0,0.8390592718
0,0.8384744263
0,0.8384036083
1,0.8380591856
0,0.8378778415
0,0.8375621224
1,0.8375528435
0,0.8372589345
1,0.8369757316
1,0.8369555091
0,0.8368001843
0,0.8367341304
1,0.8366761447
1,0.8365986225
0,0.8359418068
0,0.8359039243
0,0.8357492494
0,0.8357136653
0,0.8356981502
1,0.8355029442
1,0.8354331689
0,0.8352220214
1,0.8349753849
0,0.8348818859
0,0.8348669695
0,0.8347949919
0,0.8347471032
1,0.8346685427
1,0.8346501607
1,0.8346490566
0,0.834607539
0,0.8345808684
1,0.834469013
0,0.8344263815
0,0.8342738806
1,0.8342284984
0,0.8340870057
0,0.8340183272
0,0.8339460256
1,0.8339400708
0,0.8337884862
0,0.8333029266
0,0.832724653
1,0.8325632044
0,0.8324338555
1,0.8323609465
1,0.8322349634
1,0.8320603101
0,0.8320375878
1,0.8317720892
1,0.8316504573
1,0.8313415981
1,0.8312779599
0,0.8312334664
0,0.8311951092
1,0.8309830512
0,0.8308944086
1,0.830800809
1,0.8307242685
0,0.8305853454
1,0.8305148363
0,0.8304379957
1,0.8302197682
1,0.8296619589
0,0.8294935489
0,0.8291740949
0,0.8289148713
0,0.8288930874
0,0.8285691899
0,0.8284537355
1,0.8282210199
0,0.8280780758
1,0.8276779472
1,0.8274048733
1,0.8274020457
1,0.8273632556
1,0.8268664596
1,0.8264837499
0,0.8264550663
0,0.8263431647
1,0.8263181943
0,0.8256182733
1,0.825472813
0,0.8254424991
0,0.8252836293
0,0.8252173206
1,0.8250479544
0,0.824919769
0,0.8247270486
1,0.8246232936
1,0.8243708182
1,0.8241220284
0,0.8240130322
1,0.823865822
0,0.8233280935
0,0.8229317766
1,0.8222839322
0,0.8222211156
0,0.8219353711
1,0.8218894395
0,0.8215561354
0,0.8215253469
0,0.8214366237
0,0.8209744713
1,0.8208856221
1,0.8208023866
0,0.8206533108
1,0.8205724351
0,0.8204049403
0,0.820292315
0,0.8202513306
0,0.8201894569
1,0.8198869861
0,0.8198157971
0,0.8198048657
1,0.8197212383
0,0.8195149364
0,0.819475944
1,0.8194080318
1,0.8193865739
1,0.8193518523
0,0.8193458133
1,0.8193296787
0,0.8191936598
0,0.8188945407
0,0.8188232835
1,0.8187291501
0,0.8182840839
0,0.8180453954
1,0.8180108305
0,0.8176252402
1,0.8175803525
1,0.8173782966
0,0.817295347
0,0.8172849538
1,0.8172209421
0,0.8169783286
1,0.8169769829
0,0.8169046911
1,0.8166648063
0,0.8161092501
1,0.8159972978
1,0.8156708372
1,0.8154857121
0,0.815454232
0,0.8153585923
0,0.8153201089
1,0.815251287
1,0.8151721098
0,0.8147722081
0,0.8143648355
1,0.814250127
1,0.8142090448
1,0.8136698206
0,0.813328242
0,0.8130649249
0,0.8130596963
1,0.8128731285
0,0.8126804805
0,0.8122555686
0,0.8118704253
1,0.8113938205
0,0.8113236597
1,0.8113133115
1,0.81084679
0,0.8108063573
0,0.8106593262
0,0.8105619324
0,0.8104469879
0,0.8104380777
1,0.8103319593
0,0.8102634022
0,0.8102270562
0,0.8099161757
1,0.8098596997
1,0.8097842962
1,0.8095080529
0,0.8094905963
0,0.8090665751
0,0.8090305791
0,0.808992322
1,0.8087673579
0,0.8084417361
0,0.8078559792
0,0.8074882324
0,0.8073433728
0,0.8071928897
1,0.8069942248
1,0.8064644187
1,0.8059887441
0,0.8059642866
0,0.8058828591
0,0.8057166391
0,0.8056831067
1,0.8055907209
1,0.8055433877
0,0.8052734433
1,0.8044306953
1,0.8042537419
1,0.8042166488
1,0.8041538808
0,0.8040159139
0,0.8038345455
1,0.8036060546
0,0.8035993628
1,0.8034956495
0,0.8033823227
0,0.8031497346
0,0.8025818539
1,0.8023133118
0,0.8022295858
1,0.8021447222
0,0.8021037405
0,0.8017819817
1,0.8017340765
1,0.8015931079
1,0.801515007
1,0.8012729858
1,0.8012676036
1,0.8011958731
0,0.8010822495
1,0.8008542178
1,0.8007324058
0,0.80063014
1,0.8005812594
0,0.800529272
0,0.8004646887
0,0.8003620002
1,0.8000629428
0,0.7999306212
0,0.7997063407
0,0.7995773678
0,0.7993011408
0,0.7985930172
0,0.7985823049
